srcLabelIx,srcLabelName,dstLabelId
934,Ardea herodias,1441
935,Ardea ibis,1443
936,Ardea melanocephala,1446
937,Ardea pacifica,1447
938,Ardea purpurea,1448
939,Ardea sumatrana,1449
940,Ardenna bulleri,1450
941,Ardenna carneipes,1451
942,Ardenna creatopus,1452
943,Ardenna gravis,1453
944,Ardenna grisea,1454
945,Ardenna pacifica,1455
946,Ardenna tenuirostris,1456
947,Ardeola bacchus,1457
948,Ardeola grayii,1458
949,Ardeola ralloides,1459
950,Ardeola rufiventris,1460
951,Ardeola speciosa,1461
952,Ardeotis kori,1464
953,Arenaria interpres,1468
954,Arenaria melanocephala,1469
955,Argusianus argus,1474
956,Argya affinis,1475
957,Argya altirostris,1476
958,Argya aylmeri,1477
959,Argya caudata,1478
960,Argya cinereifrons,1480
961,Argya earlei,1481
962,Argya fulva,1482
963,Argya gularis,1483
964,Argya huttoni,1484
965,Argya longirostris,1485
966,Argya malcolmi,1486
967,Argya rubiginosa,1488
968,Argya rufescens,1489
969,Argya squamiceps,1490
970,Argya striata,1492
971,Argya subrufa,1493
972,Arizelocichla chlorigula,1503
973,Arizelocichla fusciceps,1504
974,Arizelocichla kikuyuensis,1506
975,Arizelocichla masukuensis,1507
976,Arizelocichla milanjensis,1508
977,Arizelocichla montana,1509
978,Arizelocichla nigriceps,1511
979,Arizelocichla striifacies,1513
980,Arizelocichla tephrolaema,1514
981,Arizelopsar femoralis,1515
982,Arremon abeillei,1523
983,Arremon nigriceps,1524
984,Arremon assimilis,1525
985,Arremon atricapillus,1526
986,Arremon aurantiirostris,1527
987,Arremon basilicus,1528
988,Arremon brunneinucha,1529
989,Arremon castaneiceps,1530
990,Arremon costaricensis,1531
991,Arremon crassirostris,1532
992,Arremon dorbignii,1533
993,Arremon flavirostris,1534
994,Arremon franciscanus,1535
995,Arremon perijanus,1536
996,Arremon phaeopleurus,1537
997,Arremon phygas,1538
998,Arremon schlegeli,1539
999,Arremon semitorquatus,1540
1000,Arremon taciturnus,1541
1001,Arremon torquatus,1542
1002,Arremon virenticeps,1543
1003,Arremonops chloronotus,1544
1004,Arremonops conirostris,1545
1005,Arremonops rufivirgatus,1546
1006,Arremonops tocuyensis,1547
1007,Arses insularis,1548
1008,Arses kaupi,1549
1009,Arses lorealis,1550
1010,Arses telescopthalmus,1551
1011,Artamella viridis,1552
1012,Artamus cinereus,1553
1013,Artamus cyanopterus,1554
1014,Artamus fuscus,1555
1015,Artamus leucorynchus,1557
1016,Artamus maximus,1558
1017,Artamus mentalis,1559
1018,Artamus minor,1560
1019,Artamus monachus,1561
1020,Artamus personatus,1562
1021,Artamus superciliosus,1563
1022,Artemisiospiza belli,1565
1023,Artemisiospiza nevadensis,1566
1024,Arthroleptella atermina,1567
1025,Arthroleptella draconella,1569
1026,Arthroleptella drewesii,1570
1027,Arthroleptella kogelbergensis,1571
1028,Arthroleptella landdrosia,1572
1029,Arthroleptella lightfooti,1573
1030,Arthroleptella rugosa,1574
1031,Arthroleptella subvoce,1575
1032,Arthroleptella villiersi,1576
1033,Arthroleptis stenodactylus,1577
1034,Arthroleptis wahlbergii,1578
1035,Arthroleptis xenodactyloides,1580
1036,Artisornis metopias,1587
1037,Artisornis moreaui,1588
1038,Artomyias fuliginosa,1589
1039,Arundinax aedon,1591
1040,Arundinicola leucocephala,1593
1041,Arunta interclusa,1594
1042,Arunta perulata,1595
1043,Asarcornis scutulata,1597
1044,Asemospiza fuliginosa,1606
1045,Asemospiza obscura,1607
1046,Asio capensis,1609
1047,Asio clamator,1610
1048,Asio flammeus,1612
1049,Asio grammicus,1613
1050,Asio madagascariensis,1614
1051,Asio otus,1615
1052,Asio stygius,1617
1053,Aspatha gularis,1625
1054,Assa darlingtoni,1628
1055,Asthenes anthoides,1630
1056,Asthenes arequipae,1631
1057,Asthenes dorbignyi,1632
1058,Asthenes ayacuchensis,1633
1059,Asthenes vilcabambae,1634
1060,Asthenes baeri,1635
1061,Asthenes berlepschi,1636
1062,Pseudasthenes cactorum,1637
1063,Asthenes coryi,1638
1064,Asthenes flammulata,1639
1065,Asthenes fuliginosa,1640
1066,Asthenes griseomurina,1641
1067,Asthenes harterti,1642
1068,Asthenes helleri,1643
1069,Asthenes heterura,1644
1070,Asthenes huancavelicae,1645
1071,Asthenes hudsoni,1646
1072,Pseudasthenes humicola,1647
1073,Asthenes humilis,1648
1074,Asthenes luizae,1649
1075,Asthenes maculicauda,1650
1076,Asthenes modesta,1651
1077,Asthenes moreirae,1652
1078,Asthenes ottonis,1653
1079,Asthenes palpebralis,1654
1080,Pseudasthenes patagonica,1655
1081,Asthenes perijana,1656
1082,Asthenes pudibunda,1657
1083,Asthenes pyrrholeuca,1658
1084,Asthenes sclateri,1659
1085,Pseudasthenes steinbachi,1660
1086,Asthenes urubambensis,1661
1087,Asthenes virgata,1662
1088,Asthenes wyatti,1663
1089,Astrapia mayeri,1666
1090,Astrapia splendidissima,1669
1091,Astrapia stephaniae,1670
1092,Atalotriccus pilaris,1680
1093,Ateles belzebuth,1682
1094,Ateles chamek,1683
1095,Ateles geoffroyi,1685
1096,Ateles paniscus,1687
1097,Atelopus flavescens,1696
1098,Atelornis crossleyi,1706
1099,Atelornis pittoides,1707
1100,Athene blewitti,1708
1101,Athene brama,1709
1102,Athene cunicularia,1710
1103,Athene jacquinoti,1712
1104,Athene noctua,1715
1105,Athene superciliaris,1716
1106,Atimastillas flavicollis,1717
1107,Atimastillas flavigula,1718
1108,Atlanticus americanus,1719
1109,Atlanticus dorsalis,1722
1110,Atlanticus gibbosus,1723
1111,Atlanticus glaber,1724
1112,Atlanticus pachymerus,1727
1113,Atlanticus testaceus,1728
1114,Atlapetes albiceps,1730
1115,Atlapetes albinucha,1731
1116,Atlapetes albofrenatus,1732
1117,Atlapetes blancae,1733
1118,Atlapetes canigenis,1734
1119,Atlapetes citrinellus,1735
1120,Atlapetes crassus,1736
1121,Atlapetes flaviceps,1737
1122,Atlapetes forbesi,1738
1123,Atlapetes fulviceps,1739
1124,Atlapetes fuscoolivaceus,1740
1125,Atlapetes latinuchus,1741
1126,Atlapetes leucopis,1742
1127,Atlapetes leucopterus,1743
1128,Atlapetes luteoviridis,1744
1129,Atlapetes melanocephalus,1745
1130,Atlapetes melanolaemus,1746
1131,Atlapetes melanopsis,1747
1132,Atlapetes meridae,1748
1133,Atlapetes nationi,1749
1134,Atlapetes nigrifrons,1750
1135,Atlapetes pallidiceps,1751
1136,Atlapetes pallidinucha,1752
1137,Atlapetes personatus,1753
1138,Atlapetes pileatus,1754
1139,Atlapetes rufigenis,1755
1140,Atlapetes rufinucha,1756
1141,Atlapetes schistaceus,1757
1142,Atlapetes taczanowskii,1758
1143,Atlapetes seebohmi,1759
1144,Atlapetes semirufus,1760
1145,Atlapetes tibialis,1761
1146,Atlapetes tricolor,1762
1147,Atrapsalta audax,1763
1148,Atrapsalta collina,1764
1149,Atrapsalta corticina,1765
1150,Atrapsalta dolens,1766
1151,Atrapsalta encaustica,1767
1152,Atrapsalta furcilla,1768
1153,Atrapsalta fuscata,1769
1154,Atrichornis clamosus,1770
1155,Atrichornis rufescens,1771
1156,Attagis gayi,1776
1157,Attagis malouinus,1777
1158,Atticora fasciata,1778
1159,Pygochelidon melanoleuca,1779
1160,Atticora pileata,1780
1161,Atticora tibialis,1781
1162,Attila bolivianus,1782
1163,Attila cinnamomeus,1783
1164,Attila citriniventris,1784
1165,Attila phoenicurus,1785
1166,Attila rufus,1786
1167,Attila spadiceus,1787
1168,Attila torridus,1788
1169,Augastes lumachella,1789
1170,Augastes scutatus,1790
1171,Aulacorhynchus albivitta,1793
1172,Aulacorhynchus atrogularis,1794
1173,Aulacorhynchus caeruleogularis,1795
1174,Aulacorhynchus coeruleicinctis,1796
1175,Aulacorhynchus derbianus,1797
1176,Aulacorhynchus haematopygus,1798
1177,Aulacorhynchus huallagae,1799
1178,Aulacorhynchus prasinus,1800
1179,Aulacorhynchus sulcatus,1801
1180,Aulacorhynchus wagleri,1802
1181,Aulacorhynchus whitelianus,1803
1182,Auriparus flaviceps,1804
1183,Auritibicen japonicus,1810
1184,Auscala spinosa,1814
1185,Austrochaperina fryi,1816
1186,Tadarida australis,1820
1187,Austrosalomona falcata,1822
1188,Automolus cervinigularis,1824
1189,Automolus ochrolaemus,1825
1190,Automolus exsertus,1826
1191,Automolus infuscatus,1827
1192,Automolus lammi,1828
1193,Automolus leucophthalmus,1829
1194,Automolus melanopezus,1830
1195,Automolus paraensis,1831
1196,Syndactyla roraimae,1832
1197,Clibanornis rubiginosus,1833
1198,Automolus rufipileatus,1834
1199,Automolus subulatus,1835
1200,Automolus virgatus,1836
1201,Aviceda cuculoides,1838
1202,Aviceda jerdoni,1839
1203,Aviceda leuphotes,1840
1204,Aviceda subcristata,1842
1205,Avocettula recurvirostris,1843
1206,Axis axis,1844
1207,Aythya affinis,1847
1208,Aythya americana,1848
1209,Aythya australis,1849
1210,Aythya collaris,1850
1211,Aythya ferina,1851
1212,Aythya fuligula,1852
1213,Aythya marila,1854
1214,Aythya novaeseelandiae,1855
1215,Aythya nyroca,1856
1216,Aythya valisineria,1857
1217,Pterorhinus koslowi,1858
1218,Pterorhinus lanceolatus,1859
1219,Pterorhinus waddelli,1861
1220,Babina adenopleura,1862
1221,Baeolophus atricristatus,1868
1222,Baeolophus bicolor,1869
1223,Baeolophus inornatus,1870
1224,Baeolophus ridgwayi,1871
1225,Baeolophus wollweberi,1872
1226,Baeopogon clamans,1873
1227,Baeopogon indicator,1874
1228,Bairdiella chrysoura,1878
1229,Balaena mysticetus,1879
1230,Balaenoptera acutorostrata,1881
1231,Balaenoptera brydei/edeni,1883
1232,Balaenoptera musculus,1884
1233,Balaenoptera physalus,1885
1234,Balearica pavonina,1889
1235,Balearica regulorum,1890
1236,Bambusicola fytchii,1894
1237,Bambusicola sonorivox,1895
1238,Bambusicola thoracicus,1896
1239,Bangsia arcaei,1897
1240,Bangsia aureocincta,1898
1241,Bangsia edwardsi,1899
1242,Bangsia flavovirens,1900
1243,Bangsia melanochlamys,1901
1244,Bangsia rothschildi,1902
1245,Barbitistes serricauda,1915
1246,Barbitistes vicetinus,1916
1247,Barbitistes yersini,1917
1248,Barnardius zonarius,1919
1249,Bartramia longicauda,1920
1250,Baryphthengus martii,1923
1251,Baryphthengus ruficapillus,1924
1252,Myiothlypis basilica,1925
1253,Basileuterus belli,1926
1254,Basileuterus culicivorus,1927
1255,Basileuterus delattrii,1928
1256,Basileuterus rufifrons,1929
1257,Basileuterus ignotus,1930
1258,Basileuterus lachrymosus,1931
1259,Basileuterus melanogenys,1932
1260,Basileuterus melanotis,1933
1261,Basileuterus punctipectus,1934
1262,Basileuterus trifasciatus,1936
1263,Basileuterus tristriatus,1937
1264,Basilinna leucotis,1938
1265,Basilinna xantusii,1939
1266,Basilornis celebensis,1940
1267,Basilornis corythaix,1941
1268,Goodfellowia miranda,1943
1269,Bassariscus astutus,1948
1270,Bassariscus sumichrasti,1949
1271,Batara cinerea,1950
1272,Bathmocercus cerviniventris,1953
1273,Bathmocercus rufus,1954
1274,Batis capensis,1955
1275,Batis crypta,1957
1276,Batis diops,1958
1277,Batis erlangeri,1959
1278,Batis fratrum,1960
1279,Batis ituriensis,1961
1280,Batis margaritae,1962
1281,Batis minor,1964
1282,Batis minulla,1965
1283,Batis mixta,1966
1284,Batis molitor,1967
1285,Batis occulta,1968
1286,Batis orientalis,1970
1287,Batis perkeo,1971
1288,Batis pririt,1972
1289,Batis senegalensis,1973
1290,Batis soror,1974
1291,Batrachostomus affinis,1978
1292,Batrachostomus auritus,1979
1293,Batrachostomus chaseni,1980
1294,Batrachostomus cornutus,1981
1295,Batrachostomus harterti,1982
1296,Batrachostomus hodgsoni,1983
1297,Batrachostomus javensis,1984
1298,Batrachostomus mixtus,1985
1299,Batrachostomus moniliger,1986
1300,Batrachostomus poliolophus,1987
1301,Batrachostomus septimus,1988
1302,Batrachostomus stellatus,1989
1303,Batrachyla antartandica,1990
1304,Batrachyla leptopus,1991
1305,Batrachyla taeniata,1992
1306,Beameria venosa,1996
1307,Belocephalus davisi,1999
1308,Belocephalus hebardi,2000
1309,Belocephalus sabalis,2002
1310,Belocephalus sleighti,2003
1311,Belocephalus subapterus,2004
1312,Berenicornis comatus,2009
1313,Berlepschia rikeri,2010
1314,Bernieria madagascariensis,2011
1315,Bias musicus,2016
1316,Biatas nigropectus,2017
1317,Bicolorana bicolor,2018
1318,Bicolorana kraussi,2019
1319,Metrioptera roeselii,2021
1320,Roeseliana roeselii,2022
1321,Indosylvirana nicobariensis,2023
1322,Birrima castanea,2024
1323,Birrima varians,2025
1324,Bison bison,2026
1325,Biziura lobata,2030
1326,Blarina brevicauda,2031
1327,Bleda canicapillus,2032
1328,Bleda eximius,2033
1329,Bleda notatus,2034
1330,Bleda syndactylus,2035
1331,Bleda ugandae,2036
1332,Blythipicus pyrrhotis,2038
1333,Blythipicus rubiginosus,2039
1334,Hypsiboas albomarginatus,2042
1335,Hypsiboas albopunctatus,2044
1336,Hypsiboas bischoffi,2047
1337,Hypsiboas boans,2049
1338,Hypsiboas calcaratus,2052
1339,Hypsiboas cinerascens,2055
1340,Hypsiboas crepitans,2059
1341,Hypsiboas faber,2064
1342,Hypsiboas fasciatus,2066
1343,Hypsiboas geographicus,2069
1344,Hypsiboas lanciformis,2076
1345,Boana lundii,2080
1346,Hypsiboas multifasciatus,2081
1347,Hypsiboas pardalis,2085
1348,Boana platanera,2090
1349,Hypsiboas polytaenius,2092
1350,Boana pugnax,2094
1351,Hypsiboas pulchellus,2095
1352,Hypsiboas punctatus,2097
1353,Hypsiboas raniceps,2099
1354,Hypsiboas riojanus,2101
1355,Hypsiboas rosenbergi,2103
1356,Hypsiboas rufitelus,2105
1357,Bocagia minuta,2112
1358,Boissonneaua flavescens,2113
1359,Boissonneaua jardini,2114
1360,Boissonneaua matthewsii,2115
1361,Bokermannohyla hylax,2119
1362,Bolbopsittacus lunulatus,2126
1363,Bolborhynchus ferrugineifrons,2127
1364,Bolborhynchus lineola,2128
1365,Bolborhynchus orbygnesius,2129
1366,Bolemoreus frenatus,2131
1367,Bolemoreus hindwoodi,2132
1368,Bombina bombina,2134
1369,Bombina orientalis,2136
1370,Bombina variegata,2137
1371,Bombus griseocollis,2142
1372,Bombus impatiens,2145
1373,Bombus terrestris,2156
1374,Bombycilla cedrorum,2161
1375,Bombycilla garrulus,2162
1376,Bombycilla japonica,2163
1377,Bonasa umbellus,2166
1378,Bos taurus (Domestic type),2182
1379,Bostrychia carunculata,2187
1380,Bostrychia hagedash,2188
1381,Bostrychia olivacea,2189
1382,Bostrychia rara,2190
1383,Botaurus lentiginosus,2197
1384,Botaurus pinnatus,2199
1385,Botaurus poiciloptilus,2200
1386,Botaurus stellaris,2202
1387,Boulenophrys brachykolos,2207
1388,Brachycope anomala,2216
1389,Brachygalba albogularis,2218
1390,Brachygalba goeringi,2219
1391,Brachygalba lugubris,2220
1392,Brachygalba salmoni,2221
1393,Brachypteracias leptosomus,2230
1394,Brachypteryx cruralis,2231
1395,Brachypteryx montana,2232
1396,Brachypteryx erythrogyna,2233
1397,Brachypteryx floris,2234
1398,Brachypteryx goodfellowi,2235
1399,Brachypteryx hyperythra,2236
1400,Brachypteryx leucophris,2237
1401,Brachypteryx poliogyna,2238
1402,Brachypteryx saturata,2239
1403,Brachypteryx sinensis,2240
1404,Brachyramphus brevirostris,2241
1405,Brachyramphus marmoratus,2242
1406,Bradornis comitatus,2249
1407,Bradornis mariquensis,2251
1408,Bradornis microrhynchus,2252
1409,Bradyporus dasypus,2255
1410,Bradyporus oniscus,2258
1411,Locustella alfredi,2262
1412,Bradypterus baboecala,2263
1413,Bradypterus bangwaensis,2264
1414,Bradypterus barratti,2265
1415,Bradypterus brunneus,2266
1416,Bradypterus carpalis,2267
1417,Bradypterus centralis,2268
1418,Bradypterus cinnamomeus,2269
1419,Bradypterus grandis,2270
1420,Bradypterus graueri,2271
1421,Bradypterus lopezi,2272
1422,Bradypterus seebohmi,2273
1423,Bradypterus sylvaticus,2274
1424,Branta bernicla,2276
1425,Branta canadensis,2277
1426,Branta hutchinsii,2278
1427,Branta leucopsis,2279
1428,Branta ruficollis,2280
1429,Branta sandvicensis,2281
1430,Breviceps acutirostris,2282
1431,Breviceps adspersus,2283
1432,Breviceps fuscus,2285
1433,Breviceps gibbosus,2286
1434,Breviceps montanus,2287
1435,Breviceps mossambicus,2288
1436,Breviceps rosei,2293
1437,Breviceps sylvestris,2295
1438,Breviceps verrucosus,2296
1439,Brotogeris chiriri,2301
1440,Brotogeris chrysoptera,2302
1441,Brotogeris cyanoptera,2303
1442,Brotogeris jugularis,2304
1443,Brotogeris pyrrhoptera,2305
1444,Brotogeris sanctithomae,2306
1445,Brotogeris tirica,2307
1446,Brotogeris versicolurus,2308
1447,Broughtonia domogledi,2310
1448,Brunhilda charmosyna,2311
1449,Brunhilda erythronotos,2312
1450,Bryodemella holdereri,2316
1451,Bubalornis albirostris,2319
1452,Bubalornis niger,2320
1453,Bubo africanus,2322
1454,Bubo milesi,2323
1455,Bubo ascalaphus,2324
1456,Bubo bengalensis,2325
1457,Ketupa blakistoni,2326
1458,Bubo bubo,2328
1459,Bubo capensis,2329
1460,Bubo cinerascens,2330
1461,Bubo coromandus,2331
1462,Ketupa lactea,2332
1463,Ketupa leucosticta,2334
1464,Bubo magellanicus,2336
1465,Bubo nipalensis,2337
1466,Ketupa philippensis,2338
1467,Ketupa poensis,2340
1468,Bubo scandiacus,2342
1469,Bubo sumatranus,2345
1470,Bubo virginianus,2346
1471,Bubo vosseleri,2347
1472,Ardea coromanda,2348
1473,Bucanetes githagineus,2349
1474,Bucanetes mongolicus,2350
1475,Buccanodon duchaillui,2351
1476,Bucco capensis,2352
1477,Bucco macrodactylus,2353
1478,Bucco noanamae,2354
1479,Bucco tamatia,2355
1480,Bucephala albeola,2356
1481,Bucephala clangula,2357
1482,Bucephala islandica,2358
1483,Buceros bicornis,2360
1484,Buceros hydrocorax,2361
1485,Buceros rhinoceros,2362
1486,Rhinoplax vigil,2363
1487,Bucorvus leadbeateri,2366
1488,Bucrates malivolans,2368
1489,Buergeria buergeri,2372
1490,Buergeria choui,2373
1491,Buergeria otai,2374
1492,Cincloramphus bivittatus,2376
1493,Bufo bufo,2378
1494,Epidalea calamita,2379
1495,Bufo spinosus,2385
1496,Bufotes viridis,2387
1497,Bufo,2389
1498,Bufonidae,2390
1499,Bulweria bulwerii,2400
1500,Bunopithecus hoolock,2402
1501,Buphagus africanus,2404
1502,Buphagus erythroryncha,2405
1503,Burbunga queenslandica,2412
1504,Burhinus bistriatus,2414
1505,Burhinus capensis,2415
1506,Burhinus grallarius,2416
1507,Burhinus indicus,2417
1508,Burhinus oedicnemus,2418
1509,Burhinus senegalensis,2419
1510,Burhinus superciliaris,2420
1511,Burhinus vermiculatus,2421
1512,Busarellus nigricollis,2422
1513,Butastur indicus,2423
1514,Butastur liventer,2424
1515,Butastur rufipennis,2425
1516,Butastur teesa,2426
1517,Geranoaetus albicaudatus,2427
1518,Buteo albigula,2428
1519,Buteo albonotatus,2429
1520,Buteo augur,2430
1521,Buteo brachypterus,2433
1522,Buteo brachyurus,2434
1523,Buteo buteo,2435
1524,Buteo galapagoensis,2436
1525,Buteo hemilasius,2437
1526,Buteo jamaicensis,2438
1527,Buteo japonicus,2439
1528,Buteo lagopus,2440
1529,Buteo lineatus,2441
1530,Buteo nitidus,2442
1531,Buteo plagiatus,2443
1532,Buteo oreophilus,2444
1533,Buteo platypterus,2445
1534,Geranoaetus polyosoma,2446
1535,Buteo regalis,2448
1536,Buteo ridgwayi,2449
1537,Buteo rufinus,2450
1538,Buteo rufofuscus,2451
1539,Buteo solitarius,2453
1540,Buteo swainsoni,2454
1541,Buteo trizonatus,2455
1542,Buteo ventralis,2456
1543,Buteogallus aequinoctialis,2457
1544,Buteogallus anthracinus,2458
1545,Buteogallus coronatus,2459
1546,Buteogallus gundlachii,2460
1547,Buteogallus lacernulatus,2461
1548,Buteogallus meridionalis,2462
1549,Buteogallus schistaceus,2463
1550,Buteogallus solitarius,2464
1551,Buteogallus urubitinga,2465
1552,Buthraupis montana,2466
1553,Butorides striata,2467
1554,Butorides virescens,2468
1555,Bycanistes albotibialis,2469
1556,Bycanistes brevis,2470
1557,Bycanistes bucinator,2471
1558,Bycanistes cylindricus,2472
1559,Bycanistes fistulator,2473
1560,Bycanistes subcylindricus,2474
1561,Cacama crepitans,2477
1562,Cacama moorei,2479
1563,Cacama valvata,2480
1564,Cacatua alba,2481
1565,Cacatua sulphurea,2483
1566,Cacatua ducorpsii,2484
1567,Cacatua galerita,2485
1568,Cacatua goffiniana,2486
1569,Cacatua haematuropygia,2487
1570,Cacatua leadbeateri,2488
1571,Cacatua moluccensis,2489
1572,Cacatua ophthalmica,2490
1573,Cacatua pastinator,2491
1574,Cacatua sanguinea,2492
1575,Cacatua tenuirostris,2493
1576,Cacicus cela,2494
1577,Cacicus chrysonotus,2495
